index,beta,alpha,upper,lower,lambda,true_y
2011-03-23,0.53125,0.08000000000000329,0.06617551797685947,-0.05194712302234208,0.9199999999999967,0.0352562954777336
2011-03-24,0.84375,0.0900000000000033,0.08436799991691345,-0.05155922115539345,0.9099999999999967,0.0137616850726813
2011-03-25,0.9375,0.10000000000000331,0.05177491129037955,-0.08594568445517274,0.8999999999999967,0.0124506418787879
2011-03-28,0.875,0.11000000000000332,0.06145879107186962,-0.05314660441248162,0.8899999999999967,-0.0227541102485126
2011-03-29,0.96875,0.12000000000000333,0.03934297298071361,-0.0826809339142272,0.8799999999999967,0.0057372503901435
2011-03-30,0.53125,0.13000000000000334,0.04645570985820922,-0.06762914110690763,0.8699999999999967,0.0028563287057538
2011-03-31,0.84375,0.14000000000000334,0.07207499757139502,-0.04770352378588422,0.8599999999999967,-0.0178421999335584
2011-04-01,0.375,0.15000000000000335,0.07213315787848501,-0.03971646870296742,0.8499999999999966,-0.0246926125903714
2011-04-04,0.34375,0.16000000000000336,0.058150825677983256,-0.04073954203855586,0.8399999999999966,-0.0204456911602895
2011-04-06,0.53125,0.17000000000000337,0.04004808963820285,-0.04869870179073464,0.8299999999999966,0.0311402407357232
2011-04-11,0.78125,0.18000000000000338,0.05008256745167216,-0.04337905771058496,0.8199999999999966,-0.0130876347553679
2011-04-13,0.40625,0.1900000000000034,0.047922175806840765,-0.05252041514094117,0.8099999999999966,-0.025471358848315
2011-04-14,0.8125,0.2000000000000034,0.030531469152988974,-0.06760171870175177,0.7999999999999966,0.0073439742557582
